,Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Labeled Division Name,Labeled Department Name,Labeled Class Name
337,1080,74,5,1,1,1,1,3
11017,1093,51,5,1,0,0,1,3
525,1078,25,5,1,0,0,1,3
9269,820,58,5,1,1,0,4,0
15720,895,58,5,1,0,1,4,4
10017,1110,44,5,1,2,0,1,3
11734,850,44,5,1,1,1,4,0
12382,850,24,4,1,1,1,4,0
14049,864,56,5,1,0,1,4,8
3433,939,39,4,1,3,0,4,17
20633,1070,59,5,1,1,1,0,13
1849,1080,28,5,1,0,0,1,3
4190,857,39,5,1,0,0,4,8
3271,1033,60,5,1,0,1,0,7
10902,759,66,5,1,0,2,2,11
614,1059,37,5,1,0,0,0,13
6471,936,61,4,1,1,2,2,16
19634,879,25,3,1,0,0,4,8
7731,1075,28,5,1,0,1,1,3
22424,854,36,5,1,7,0,4,8
7974,862,62,5,1,3,0,4,8
12340,868,71,5,1,0,0,4,8
2740,1086,48,5,1,0,1,1,3
17677,918,50,5,1,4,0,4,4
9867,1056,40,5,1,0,0,0,13
11662,1078,28,4,1,2,0,1,3
23378,1110,32,5,1,1,1,1,3
11544,867,48,3,1,0,0,4,8
3374,836,38,5,1,7,1,4,0
16103,1038,41,4,1,0,0,0,7
9917,1115,35,4,1,1,0,3,12
2371,1028,41,5,1,0,0,0,7
14905,936,19,3,1,2,2,2,18
15453,936,46,5,1,0,2,2,5
13528,611,69,4,1,0,1,0,13
21767,1033,56,4,1,0,1,0,7
19361,871,60,5,1,0,0,4,8
20476,1059,52,3,1,1,0,0,13
9424,1094,56,4,1,1,1,1,3
19002,1052,43,3,1,0,1,0,13
11665,1078,51,4,1,1,0,1,3
5905,1094,33,5,1,0,0,1,3
19037,871,34,5,1,0,1,4,8
6914,850,53,5,1,0,0,4,0
11833,865,33,4,1,0,0,4,8
3178,909,46,4,1,0,0,4,4
18263,854,60,5,1,0,0,4,8
17091,936,20,5,1,2,2,2,16
19179,1121,41,5,1,1,0,3,12
19726,877,52,5,1,7,0,4,8
14082,1081,39,5,1,1,0,1,3
19679,1083,34,5,1,1,0,1,3
14990,1097,52,5,1,4,1,1,3
9478,854,32,3,1,0,0,4,8
10947,1107,47,4,1,2,0,1,3
3658,872,42,5,1,1,1,4,8
13434,1094,35,5,1,1,1,1,3
2883,829,69,5,1,1,1,4,0
12701,1082,33,4,1,4,1,1,3
12666,1030,54,5,1,1,0,0,7
4173,860,60,3,1,1,1,4,8
12213,936,33,5,1,1,2,2,18
14040,1081,40,4,1,0,0,1,3
9535,862,49,3,1,0,1,4,8
7256,1078,47,5,1,5,0,1,3
1126,860,53,5,1,1,1,4,8
4537,820,26,5,1,0,0,4,0
13388,936,31,5,1,0,1,4,17
17983,1056,74,4,1,0,0,0,13
14337,817,45,5,1,4,1,4,0
2411,1110,34,3,1,7,0,1,3
18596,1078,36,3,1,1,0,1,3
14581,862,28,5,1,1,0,4,8
18951,863,40,5,1,0,1,4,8
18614,895,57,5,1,4,0,4,4
734,1110,38,4,1,0,1,1,3
22766,1110,27,4,1,0,0,1,3
17314,1022,46,5,1,0,0,0,7
21811,1009,34,5,1,1,0,0,15
11173,996,49,5,1,7,1,0,15
8048,998,61,4,1,4,0,0,15
22981,999,41,5,1,0,0,0,15
500,850,29,3,1,1,1,4,0
22844,945,55,5,1,1,0,4,17
17619,862,27,3,1,0,0,4,8
16576,1110,59,5,1,1,0,1,3
15692,895,38,5,1,0,1,4,4
22768,1110,67,3,1,5,0,1,3
18520,1080,62,5,1,3,0,1,3
5788,842,32,4,1,0,0,4,0
12738,1051,38,5,1,0,1,0,13
11258,936,69,5,1,0,2,2,11
23485,1104,52,5,1,1,1,1,3
7776,936,32,4,1,6,2,2,18
18849,830,26,4,1,1,0,4,0
11688,825,27,5,1,0,0,4,0
15734,865,55,4,1,0,0,4,8
19901,872,33,5,1,1,1,4,8
15036,864,31,5,1,3,0,4,8
22339,828,28,5,1,0,0,4,0
19831,875,33,5,1,0,0,4,8
11360,1022,51,5,1,0,0,0,7
18427,876,28,5,1,1,0,4,8
5074,1095,51,5,1,1,1,1,3
8798,1028,53,5,1,0,1,0,7
17719,1077,48,5,1,0,1,1,3
22982,1089,36,5,1,1,0,1,3
12018,1042,30,3,1,0,0,0,13
15478,829,41,4,1,4,0,4,0
1395,867,65,5,1,0,0,4,8
22924,1020,25,4,1,3,0,0,15
785,945,33,5,1,0,0,4,17
12391,936,47,5,1,1,1,4,17
8509,861,39,5,1,0,0,4,8
20241,985,25,5,1,0,1,3,6
3293,984,31,4,1,0,0,3,6
22253,936,52,5,1,5,0,0,14
11296,873,37,5,1,0,0,4,8
13470,1024,63,4,1,0,0,0,7
18989,960,56,4,1,0,0,3,6
19957,912,56,5,1,1,0,4,4
17408,1049,56,3,1,1,1,0,13
5381,1095,50,5,1,1,0,1,3
6827,936,30,5,1,0,2,2,5
21528,1081,46,4,1,2,0,1,3
13576,1077,41,5,1,1,0,1,3
327,836,23,4,1,0,0,4,0
22197,1018,53,4,1,2,0,0,15
11342,831,48,5,1,0,1,4,0
14391,713,25,5,1,4,2,2,11
13358,870,24,5,1,1,1,4,8
19968,873,32,5,1,0,0,4,8
10259,1033,21,5,1,0,0,0,7
22645,862,35,4,1,0,1,4,8
14556,850,43,3,1,1,0,4,0
13144,975,55,5,1,1,1,3,6
18090,834,32,3,1,1,0,4,0
21052,996,49,5,1,1,1,0,15
10101,881,49,5,1,1,0,4,8
12607,937,41,4,1,3,0,4,17
13095,850,38,4,1,1,0,4,0
4707,836,61,5,1,3,1,4,0
6903,936,33,5,1,0,2,2,11
22516,1037,31,5,1,0,0,0,7
22831,839,39,3,1,0,0,4,0
20843,1075,32,5,1,0,0,1,3
2710,936,43,5,1,0,0,0,14
10233,1104,25,4,1,0,1,1,3
3360,860,70,4,1,0,0,4,8
14397,713,61,4,1,1,2,2,11
5309,895,54,5,1,0,0,4,4
8520,1074,31,5,1,7,0,1,3
9187,860,67,3,1,7,0,4,8
9827,872,39,5,1,2,1,4,8
687,937,36,3,1,1,0,4,17
20879,1078,46,3,1,2,0,1,3
22263,1185,39,4,1,0,0,4,8
23317,823,65,5,1,3,0,4,0
10613,1028,41,4,1,0,0,0,7
15279,1083,67,5,1,1,0,1,3
13012,1081,41,5,1,0,1,1,3
20487,834,31,5,1,0,0,4,0
19729,842,38,5,1,6,1,4,0
7339,1077,30,5,1,2,1,1,3
12681,1059,29,5,1,1,0,0,13
19343,1030,45,4,1,0,0,0,7
5393,1094,33,5,1,4,1,1,3
3409,883,35,4,1,1,0,4,8
6005,873,29,5,1,0,0,4,8
19281,818,57,5,1,1,0,4,0
13835,1095,24,5,1,1,1,1,3
10833,1110,30,5,1,1,0,1,3
14161,862,49,4,1,2,1,4,8
21810,936,39,4,1,0,2,2,18
16609,1001,32,5,1,1,0,0,15
20515,870,27,4,1,2,0,4,8
14071,939,39,4,1,0,1,4,17
5235,871,53,3,1,1,0,4,8
17172,1117,51,5,1,0,0,3,12
2603,863,64,5,1,0,0,4,8
16017,1056,34,5,1,0,0,0,13
5408,840,68,4,1,0,0,4,0
1891,1081,42,5,1,5,0,1,3
3615,854,38,4,1,0,0,4,8
10668,1083,37,5,1,1,0,1,3
14135,862,49,5,1,4,1,4,8
5802,1049,39,5,1,1,0,0,13
22926,1091,47,4,1,1,1,1,3
13013,1192,57,5,1,0,0,0,13
14263,879,56,3,1,2,1,4,8
4422,1078,39,5,1,0,1,1,3
8330,1098,41,3,1,1,0,1,3
11759,1079,55,5,1,7,0,1,3
5955,850,37,5,1,2,1,4,0
18889,674,49,5,1,1,1,2,11
19988,899,29,4,1,2,0,4,4
18340,1077,50,5,1,1,1,1,3
17757,1060,36,5,1,1,0,0,13
15691,865,33,4,1,0,0,4,8
1953,872,60,5,1,0,1,4,8
21175,865,64,5,1,3,1,4,8
19792,1096,48,5,1,0,0,1,3
10382,1020,38,4,1,0,0,0,15
8135,936,31,4,1,0,2,2,18
6939,662,35,5,1,6,2,2,11
6581,936,43,5,1,1,2,2,16
7183,1092,27,5,1,6,0,1,3
8008,1099,36,5,1,0,1,1,3
1911,936,39,5,1,2,2,2,16
3900,986,42,4,1,0,1,3,6
20007,828,53,5,1,7,0,4,0
11415,1030,65,3,1,3,0,0,7
7318,1110,37,5,1,0,1,1,3
16688,936,34,4,1,0,0,1,3
11899,854,46,5,1,0,0,4,8
9851,1089,58,5,1,0,0,1,3
21165,1002,38,5,1,0,0,0,15
20029,1122,37,5,1,1,1,3,12
5713,1078,52,4,1,0,0,1,3
12741,1082,37,4,1,2,1,1,3
16451,867,52,5,1,1,1,4,8
13476,1168,26,5,1,0,2,2,18
23009,681,53,4,1,1,2,2,11
11466,1025,40,5,1,0,1,0,7
23200,1033,23,5,1,0,0,0,7
5283,944,46,5,1,0,0,4,17
20441,946,34,5,1,0,0,4,17
12239,1074,39,5,1,1,0,1,3
6804,936,45,5,1,0,2,2,11
22111,936,48,5,1,3,2,2,10
18096,834,36,5,1,0,0,4,0
16399,829,45,5,1,0,1,4,0
18413,876,45,5,1,5,0,4,8
6606,1031,35,4,1,1,0,0,7
12688,875,40,5,1,0,0,4,8
288,878,46,5,1,0,0,4,8
14934,1098,38,4,1,1,0,1,3
22250,1077,28,5,1,3,0,1,3
7930,877,31,5,1,0,1,4,8
21845,923,45,3,1,3,0,4,17
16508,1074,37,5,1,0,0,1,3
22599,870,26,4,1,2,1,4,8
18685,838,30,3,1,0,1,4,0
18985,1085,56,5,1,6,0,1,3
21164,1044,47,5,1,7,0,0,13
15020,921,59,5,1,1,0,4,17
11460,868,50,5,1,1,0,4,8
23034,940,45,5,1,0,0,4,17
21401,884,29,3,1,0,1,4,8
8362,1082,52,4,1,1,0,1,3
3104,1020,35,4,1,2,0,0,15
7645,1072,30,4,1,0,1,1,3
13162,1078,35,3,1,0,0,1,3
12384,822,45,5,1,2,0,4,0
12433,828,36,5,1,0,0,4,0
23177,1094,29,4,1,1,0,1,3
20409,862,37,5,1,0,1,4,8
9980,1110,36,5,1,1,0,1,3
17305,868,55,3,1,2,0,4,8
4528,820,42,5,1,4,0,4,0
12438,936,52,5,1,0,1,4,17
19739,877,29,5,1,0,0,4,8
9908,895,50,3,1,0,1,4,4
4238,857,49,3,1,1,0,4,8
15178,940,29,5,1,4,0,4,17
12314,873,31,4,1,0,0,4,8
14716,832,42,5,1,3,0,4,0
22373,927,65,5,1,1,0,4,17
20437,1081,53,5,1,1,0,1,3
22062,850,53,3,1,2,0,4,0
19655,862,46,3,1,0,0,4,8
9998,863,47,5,1,0,1,4,8
20499,877,59,4,1,1,1,4,8
7383,1086,31,5,1,1,0,1,3
1721,936,38,4,1,0,2,2,10
16977,927,49,5,1,1,1,4,17
4425,1078,37,5,1,0,1,1,3
7281,1078,43,5,1,5,0,1,3
21689,833,59,5,1,3,1,4,0
18950,1078,44,4,1,3,1,1,3
1386,860,42,4,1,1,0,4,8
14555,904,23,3,1,2,1,4,4
15619,953,61,5,1,0,0,4,17
13758,1078,52,5,1,1,0,1,3
19747,1094,35,4,1,1,0,1,3
14000,863,44,5,1,0,0,4,8
22567,1028,36,5,1,6,0,0,7
23436,1104,53,3,1,5,1,1,3
16245,873,55,5,1,0,0,4,8
3937,898,47,5,1,1,1,4,4
6657,899,29,4,1,3,1,4,4
5138,863,50,4,1,1,0,4,8
19056,850,42,5,1,1,0,4,0
2819,1083,46,5,1,4,1,1,3
5047,1095,35,5,1,0,1,1,3
5811,1056,62,3,1,3,0,0,13
21658,1008,46,5,1,7,1,0,15
20497,936,55,5,1,0,1,4,17
1724,862,35,5,1,0,0,4,8
12275,1078,38,5,1,1,1,1,3
21238,835,46,5,1,3,0,4,0
12643,984,46,5,1,1,1,3,6
2095,1072,36,5,1,2,1,1,3
9156,622,37,5,1,0,2,2,11
16563,840,60,5,1,1,0,4,0
22034,860,51,5,1,0,0,4,8
26,949,33,5,1,0,0,4,17
21796,967,42,5,1,4,0,3,6
17738,872,44,4,1,0,0,4,8
14519,866,35,3,1,7,0,4,8
21780,1110,46,5,1,2,1,1,3
16813,936,35,3,1,1,0,0,14
19073,850,43,5,1,1,0,4,0
4924,834,60,5,1,0,1,4,0
13082,1094,47,5,1,0,0,1,3
12891,1030,42,5,1,7,0,0,7
15071,1028,31,5,1,3,1,0,7
18269,1134,59,4,1,0,0,3,12
2684,936,63,5,1,1,0,0,14
22858,903,56,5,1,1,1,4,4
12223,936,35,3,1,2,2,2,18
19023,936,25,5,1,3,0,0,14
20134,1088,50,5,1,4,0,1,3
16884,1104,27,4,1,0,0,1,3
3874,1081,58,4,1,0,1,1,3
11653,1022,50,5,1,4,0,0,7
18130,936,36,3,1,5,2,2,18
2855,863,29,5,1,0,0,4,8
19651,1038,45,3,1,0,1,0,7
17633,1080,46,4,1,1,0,1,3
17563,901,39,5,1,6,0,4,4
2099,1092,27,5,1,0,1,1,3
12144,862,54,3,1,6,0,4,8
5209,825,60,5,1,0,0,4,0
19865,829,60,4,1,0,0,4,0
3169,909,50,4,1,0,0,4,4
11107,936,36,5,1,1,2,2,10
6732,1033,49,4,1,0,1,0,7
15810,1094,35,3,1,0,1,1,3
3543,1077,62,5,1,1,0,1,3
19153,1121,30,5,1,1,0,3,12
6008,873,47,5,1,0,0,4,8
20914,868,36,3,1,1,0,4,8
1651,1104,41,4,1,0,1,1,3
3425,854,44,5,1,0,0,4,8
19527,941,66,5,1,0,1,4,17
14981,644,42,3,1,0,2,2,5
2575,1095,45,5,1,4,0,1,3
11409,967,27,5,1,0,0,3,6
9189,862,36,3,1,0,0,4,8
21182,870,61,5,1,0,1,4,8
14992,895,51,3,1,0,1,4,4
10872,1081,44,5,1,0,1,1,3
6813,850,20,5,1,2,1,4,0
18619,835,39,3,1,1,0,4,0
2584,1110,45,5,1,0,1,1,3
13195,1078,29,5,1,0,0,1,3
15252,831,38,5,1,0,1,4,0
21274,1044,74,5,1,0,0,0,13
9481,863,58,5,1,1,0,4,8
10886,1081,49,5,1,3,1,1,3
13652,907,33,5,1,2,0,4,4
13776,1095,30,4,1,1,0,1,3
10772,936,25,5,1,0,2,2,5
9869,872,65,5,1,0,1,4,8
9591,862,45,5,1,1,1,4,8
8870,867,52,3,1,0,0,4,8
18774,755,31,5,1,0,2,2,11
17761,1009,32,5,1,0,1,0,15
2529,988,67,5,1,0,0,0,15
23319,823,47,5,1,1,0,4,0
18574,586,58,5,1,0,0,0,14
12527,883,37,5,1,0,1,4,8
12085,1055,57,4,1,0,0,0,13
13203,1030,64,3,1,5,0,0,7
18882,851,39,5,1,1,0,4,0
22219,1122,52,5,1,0,0,3,12
641,1059,51,4,1,7,0,0,13
13923,936,62,5,1,0,2,2,11
16104,1083,27,5,1,0,0,1,3
9012,936,36,5,1,0,2,2,9
9563,836,60,3,1,0,1,4,0
19982,873,45,5,1,3,0,4,8
18732,826,38,3,1,3,0,4,0
19787,836,57,5,1,1,0,4,0
14889,833,38,5,1,0,0,4,0
17513,1083,35,5,1,0,1,1,3
23274,862,29,5,1,0,0,4,8
13723,1078,49,5,1,0,0,1,3
19256,996,49,5,1,1,0,0,15
15640,1059,45,5,1,4,0,0,13
20752,1078,72,4,1,1,1,1,3
23220,1122,38,5,1,1,0,3,12
10194,1076,60,4,1,1,0,1,3
7533,1070,49,4,1,1,1,0,13
257,1018,43,4,1,0,0,0,15
12504,936,40,5,1,0,1,4,17
15703,1078,73,5,1,0,0,1,3
3655,912,28,4,1,0,1,4,4
4482,1095,31,5,1,5,1,1,3
8549,964,70,5,1,2,1,3,6
10910,1099,30,4,1,0,0,1,3
5473,939,56,4,1,0,0,4,17
8408,936,36,5,1,0,1,2,11
11145,1028,66,5,1,1,1,0,7
17897,861,42,5,1,1,0,4,8
10248,895,42,5,1,3,0,4,4
18607,867,68,5,1,0,0,4,8
12426,839,48,4,1,2,0,4,0
1831,1001,28,5,1,0,0,0,15
14428,875,40,4,1,0,0,4,8
16976,984,37,4,1,0,0,3,6
10206,877,33,5,1,0,0,4,8
6634,863,55,5,1,0,1,4,8
15458,975,32,5,1,1,1,3,6
15927,1087,36,5,1,0,0,1,3
20610,936,25,5,1,0,2,2,10
3931,819,62,5,1,0,0,4,0
14998,644,67,5,1,0,2,2,5
23135,1079,39,3,1,1,1,1,3
2457,861,35,5,1,4,0,4,8
17908,1103,32,4,1,4,0,1,3
21294,903,57,5,1,0,0,4,4
10557,574,60,5,1,3,2,2,9
1631,1094,34,5,1,1,1,1,3
4109,940,55,5,1,0,0,4,17
14691,863,47,5,1,0,0,4,8
10740,1067,41,5,1,2,1,0,13
17776,819,50,4,1,1,0,4,0
9825,1080,33,3,1,5,0,1,3
18790,755,38,5,1,0,2,2,11
11279,1096,46,4,1,0,1,1,3
12928,733,52,5,1,1,1,2,11
16782,824,33,3,1,3,1,4,0
19139,879,36,3,1,0,0,4,8
12847,975,33,3,1,1,0,3,6
6028,873,23,5,1,0,0,4,8
17607,966,33,4,1,6,0,3,6
4526,820,31,4,1,0,0,4,0
17092,1068,47,5,1,7,0,0,13
7794,867,27,4,1,0,1,4,8
4685,871,65,4,1,1,1,4,8
5078,826,46,5,1,6,1,4,0
13654,1078,36,5,1,2,0,1,3
18285,1081,45,5,1,0,0,1,3
19042,952,46,5,1,2,1,4,17
18385,850,43,5,1,0,0,4,0
333,907,29,5,1,6,0,4,4
14638,1081,38,5,1,0,0,1,3
19815,875,42,4,1,1,0,4,8
18587,1063,38,3,1,0,0,0,13
17715,1077,49,5,1,3,1,1,3
7286,867,56,5,1,1,1,4,8
8038,936,45,5,1,1,0,4,17
16926,1095,27,4,1,2,0,1,3
17412,863,41,5,1,1,0,4,8
11076,866,57,4,1,2,0,4,8
21733,936,79,5,1,0,1,2,11
4754,999,59,3,1,0,0,0,15
18754,1077,68,3,1,0,0,1,3
15344,916,46,5,1,0,0,4,4
3804,636,39,4,1,1,1,2,11
14490,1083,62,5,1,2,0,1,3
5579,861,56,4,1,0,0,4,8
1815,1080,57,5,1,0,0,1,3
22800,862,34,5,1,0,0,4,8
6948,829,58,5,1,0,0,4,0
2550,1095,34,3,1,6,0,1,3
11677,825,62,5,1,5,0,4,0
2052,850,26,5,1,1,1,4,0
16660,936,45,5,1,2,0,0,14
21653,1059,39,5,1,6,0,0,13
4384,1078,31,5,1,0,1,1,3
4128,1094,62,5,1,0,1,1,3
11491,868,36,4,1,0,0,4,8
15967,1056,45,5,1,0,0,0,13
10022,1037,29,5,1,0,0,0,7
7819,872,47,4,1,0,1,4,8
18683,1080,60,5,1,1,0,1,3
15856,991,23,5,1,0,0,0,15
2065,872,23,5,1,0,1,4,8
1682,860,56,4,1,1,1,4,8
16886,834,36,5,1,0,0,4,0
10636,862,43,5,1,1,1,4,8
20910,1044,46,5,1,4,0,0,13
18354,1079,33,5,1,6,1,1,3
21082,1049,39,4,1,1,0,0,13
19673,862,41,4,1,0,1,4,8
20466,945,38,3,1,0,0,4,17
19970,830,57,5,1,0,1,4,0
21707,1052,38,5,1,0,0,0,13
19619,936,30,4,1,6,2,2,18
16822,831,31,4,1,1,0,4,0
9299,1086,30,5,1,3,0,1,3
11160,1078,62,5,1,0,0,1,3
15588,941,39,5,1,0,1,4,17
14107,829,49,4,1,1,0,4,0
13159,975,53,5,1,0,1,3,6
3417,1056,24,4,1,0,1,0,13
19676,1022,27,5,1,3,1,0,7
22324,1104,35,3,1,2,0,1,3
21236,909,61,4,1,0,1,4,4
2053,1072,33,4,1,0,1,1,3
13384,1072,26,5,1,0,0,1,3
21261,936,48,5,1,1,0,4,17
17797,862,57,3,1,0,1,4,8
5281,1078,48,5,1,1,0,1,3
1590,833,48,5,1,3,0,4,0
19258,1083,49,5,1,0,0,1,3
1708,899,28,3,1,0,1,4,4
11617,939,53,4,1,1,0,4,17
17255,836,32,5,1,0,0,4,0
11762,1079,46,5,1,0,0,1,3
11018,1086,29,3,1,0,0,1,3
3280,839,32,5,1,2,0,4,0
8216,1082,29,3,1,1,0,1,3
10546,1110,51,5,1,4,0,1,3
7771,936,42,4,1,0,2,2,5
8368,1098,25,5,1,2,0,1,3
21570,864,30,5,1,1,0,4,8
6539,903,35,5,1,0,1,4,4
5648,1020,47,5,1,0,0,0,15
5099,1078,54,5,1,1,0,1,3
9418,841,50,5,1,0,0,4,0
5296,1083,41,3,1,0,0,1,3
14684,1004,59,4,1,0,1,0,15
2569,1095,39,4,1,1,0,1,3
14685,1070,49,5,1,0,1,0,13
2838,984,67,5,1,1,0,3,6
18924,674,49,3,1,1,1,2,11
21964,1047,37,5,1,3,0,0,13
5699,1020,23,5,1,1,0,0,15
6544,1020,66,5,1,2,0,0,15
18244,1076,57,5,1,3,0,1,3
5345,1095,37,4,1,0,1,1,3
12417,936,25,5,1,3,1,4,17
13952,936,30,5,1,0,1,2,11
8916,828,54,5,1,5,0,4,0
2524,1078,64,5,1,5,1,1,3
13647,934,50,4,1,0,0,4,17
19818,875,32,5,1,1,0,4,8
5139,823,36,5,1,0,0,4,0
6792,867,29,5,1,0,0,4,8
4382,1094,38,5,1,0,0,1,3
11493,1072,54,5,1,0,0,1,3
5435,909,67,5,1,0,0,4,4
16763,993,48,5,1,2,0,0,15
11105,829,50,5,1,1,1,4,0
801,850,32,5,1,0,0,4,0
4362,1078,41,5,1,0,0,1,3
9972,990,52,3,1,5,0,0,15
99,861,33,3,1,1,1,4,8
16659,868,36,5,1,2,0,4,8
1189,1060,64,5,1,0,1,0,13
4254,1068,46,5,1,0,1,0,13
5401,985,49,5,1,0,1,3,6
7021,862,48,5,1,0,0,4,8
1028,1083,53,4,1,3,0,1,3
3673,1049,40,5,1,3,0,0,13
72,850,27,5,1,4,0,4,0
2128,862,35,5,1,1,0,4,8
937,1094,27,3,1,0,0,1,3
184,895,33,5,1,1,0,4,4
12158,1078,34,5,1,0,1,1,3
20354,872,36,5,1,3,0,4,8
16626,936,38,5,1,0,2,2,10
16844,1116,54,4,1,1,0,3,12
12010,1008,31,5,1,0,0,0,15
3130,835,39,4,1,4,1,4,0
11419,572,40,5,1,1,0,5,19
17351,1060,44,5,1,1,0,0,13
18042,873,65,5,1,1,1,4,8
19003,1052,42,3,1,0,1,0,13
2689,881,34,5,1,1,0,4,8
3201,862,41,5,1,1,1,4,8
5368,877,41,4,1,0,0,4,8
15806,872,34,5,1,1,1,4,8
19481,876,45,5,1,2,0,4,8
20931,1009,66,3,1,5,0,0,15
10476,1078,45,5,1,2,0,1,3
20097,823,37,5,1,4,0,4,0
3079,1009,45,5,1,1,0,0,15
20664,862,37,5,1,0,1,4,8
7702,1009,26,5,1,0,0,0,15
11836,907,53,5,1,4,0,4,4
14497,826,31,3,1,3,0,4,0
4409,1094,53,5,1,0,0,1,3
9742,1056,46,5,1,0,0,0,13
10379,1020,40,5,1,2,0,0,15
21480,861,39,5,1,0,0,4,8
1083,1099,49,5,1,6,1,1,3
18433,850,26,5,1,1,1,4,0
10924,1083,56,5,1,0,0,1,3
16932,1086,46,5,1,2,0,1,3
20807,1094,54,4,1,1,0,1,3
18485,941,65,5,1,0,1,4,17
9045,898,36,5,1,1,0,4,4
16560,864,35,5,1,0,0,4,8
8191,820,29,5,1,0,1,4,0
1465,839,23,5,1,0,0,4,0
21833,867,61,5,1,0,1,4,8
23143,1079,38,3,1,0,1,1,3
13289,710,29,5,1,2,2,2,11
12871,1078,46,5,1,0,1,1,3
19497,1110,31,5,1,0,1,1,3
6366,938,60,4,1,0,1,4,17
5888,867,26,5,1,0,1,4,8
3569,1077,48,5,1,0,0,1,3
15835,1094,24,5,1,1,1,1,3
7507,836,44,5,1,1,0,4,0
5361,985,53,4,1,0,1,3,6
7290,1177,32,3,1,2,2,2,18
11486,939,52,5,1,2,0,4,17
23157,1094,35,4,1,0,0,1,3
18990,903,68,5,1,3,1,4,4
14784,1053,57,5,1,0,1,0,13
17062,936,39,5,1,0,2,2,9
15940,1035,39,5,1,0,1,0,7
12115,872,28,3,1,0,0,4,8
2995,999,34,5,1,0,0,0,15
10073,1110,36,5,1,1,0,1,3
9555,1104,38,3,1,4,0,1,3
14069,1110,24,5,1,4,1,1,3
15867,996,33,3,1,4,1,0,15
19109,1121,61,5,1,0,0,3,12
200,895,43,3,1,0,0,4,4
23153,1094,29,5,1,0,0,1,3
20874,1079,59,5,1,1,0,1,3
16335,867,66,5,1,0,0,4,8
22533,1037,24,3,1,0,0,0,7
20810,1117,51,4,1,2,1,3,12
433,829,35,4,1,0,0,4,0
11066,866,41,4,1,2,0,4,8
2511,1077,57,5,1,0,1,1,3
5570,861,69,5,1,0,0,4,8
12636,984,48,5,1,2,1,3,6
1132,1089,68,4,1,1,1,1,3
9782,933,43,5,1,1,1,4,17
21831,867,39,4,1,0,1,4,8
484,850,57,4,1,0,1,4,0
18338,1092,27,5,1,1,1,1,3
14995,644,32,5,1,0,2,2,5
15860,815,73,5,1,2,0,4,0
7505,936,48,5,1,0,2,2,11
10653,1083,45,5,1,0,0,1,3
13564,1077,41,3,1,1,0,1,3
14390,1158,39,5,1,0,2,2,5
17860,1110,39,5,1,0,1,1,3
12788,1008,47,3,1,0,0,0,15
7235,868,32,4,1,1,0,4,8
17205,831,24,5,1,5,0,4,0
21205,936,37,5,1,3,2,2,18
15721,865,23,5,1,1,0,4,8
3524,1080,36,3,1,0,1,1,3
16624,1001,78,5,1,0,0,0,15
22425,868,38,4,1,1,0,4,8
3507,872,43,3,1,1,0,4,8
17751,1110,42,5,1,6,0,1,3
5625,940,25,5,1,3,1,4,17
16459,936,51,4,1,2,2,2,16
10671,1083,28,5,1,0,0,1,3
21656,1008,39,5,1,0,1,0,15
3936,1081,35,5,1,3,1,1,3
7439,936,36,4,1,0,1,1,3
12897,936,50,3,1,1,1,4,17
812,1089,34,5,1,0,1,1,3
12779,876,66,5,1,0,0,4,8
19741,1094,61,5,1,5,0,1,3
17892,936,40,5,1,1,2,2,18
1933,1035,37,4,1,2,1,0,7
164,1126,42,4,1,0,0,3,12
1785,825,43,5,1,0,1,4,0
20953,1008,27,5,1,0,1,0,15
17963,1110,24,5,1,1,0,1,3
1623,1059,26,5,1,0,0,0,13
6629,863,31,5,1,0,0,4,8
16441,729,38,5,1,1,2,2,18
19309,1092,51,5,1,0,1,1,3
272,984,39,5,1,7,1,3,6
6492,903,53,5,1,3,1,4,4
10760,1037,64,4,1,1,0,0,7
17818,936,53,4,1,0,1,4,17
901,1025,30,5,1,1,0,0,7
10984,1092,43,5,1,2,1,1,3
15035,936,62,5,1,1,0,4,17
16244,991,39,5,1,4,0,0,15
11889,854,41,5,1,5,0,4,8
17093,1037,32,4,1,0,0,0,7
12118,1126,37,5,1,0,0,3,12
10595,1009,22,5,1,3,1,0,15
15492,936,56,5,1,0,2,2,16
18336,1150,48,4,1,0,0,1,3
20162,936,38,4,1,0,2,2,9
23363,1110,27,5,1,1,1,1,3
23419,1020,42,5,1,4,1,0,15
9534,836,33,5,1,7,1,4,0
19563,1078,40,3,1,0,1,1,3
20816,936,56,5,1,0,2,2,9
12046,1080,46,5,1,1,0,1,3
22117,1093,33,5,1,2,1,1,3
9331,815,65,5,1,1,1,4,0
7935,866,29,5,1,5,1,4,8
18358,1077,42,4,1,1,1,1,3
5267,1035,36,5,1,0,0,0,7
22240,819,36,5,1,2,0,4,0
7301,862,47,5,1,0,0,4,8
2733,1086,47,4,1,2,1,1,3
5756,880,67,4,1,7,0,4,8
6737,1053,36,5,1,6,0,0,13
16742,860,65,5,1,0,0,4,8
16713,910,41,5,1,7,0,4,4
21754,863,39,4,1,1,1,4,8
3080,907,64,3,1,0,0,4,4
2252,936,30,5,1,1,2,2,16
1716,899,54,4,1,0,1,4,4
18293,1094,49,4,1,1,0,1,3
526,850,34,5,1,1,1,4,0
2811,868,32,5,1,2,0,4,8
23145,1079,55,3,1,0,1,1,3
